date,city,job_type,list_price,discount,booked,gmv,units
2024-08-30,Delhi,cleaning,476.64,0.078,1,439.49,1
2024-08-30,Delhi,cleaning,502.36,0.0,1,502.36,1
2024-08-30,Delhi,cleaning,489.52,0.185,0,0.0,1
2024-08-30,Delhi,cleaning,476.09,0.0,1,476.09,1
2024-08-30,Delhi,cleaning,478.88,0.0,0,0.0,1
2024-08-30,Delhi,cleaning,509.79,0.222,1,396.6,1
2024-08-30,Delhi,cleaning,500.95,0.0,1,500.95,1
2024-08-30,Delhi,cleaning,521.75,0.214,1,410.15,1
2024-08-30,Delhi,cleaning,508.06,0.0,0,0.0,1
2024-08-30,Delhi,cleaning,522.08,0.0,1,522.08,1
2024-08-30,Delhi,cleaning,488.28,0.0,1,488.28,1
2024-08-30,Delhi,cleaning,503.12,0.0,0,0.0,1
2024-08-30,Delhi,cleaning,501.93,0.195,1,403.89,1
2024-08-30,Delhi,cleaning,500.18,0.0,1,500.18,1
2024-08-30,Delhi,cleaning,518.83,0.0,0,0.0,1
2024-08-30,Delhi,cleaning,500.38,0.139,1,430.62,1
2024-08-30,Delhi,cleaning,487.21,0.159,0,0.0,1
2024-08-30,Delhi,cleaning,509.08,0.0,0,0.0,1
2024-08-30,Delhi,cleaning,487.27,0.0,1,487.27,1
2024-09-01,Delhi,cleaning,489.66,0.119,1,431.43,1
2024-09-01,Delhi,cleaning,484.21,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,483.34,0.085,0,0.0,1
2024-09-01,Delhi,cleaning,494.99,0.0,1,494.99,1
2024-09-01,Delhi,cleaning,505.17,0.0,1,505.17,1
2024-09-01,Delhi,cleaning,501.17,0.098,1,451.94,1
2024-09-01,Delhi,cleaning,515.81,0.237,1,393.56,1
2024-09-01,Delhi,cleaning,493.7,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,494.4,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,474.58,0.0,1,474.58,1
2024-09-01,Delhi,cleaning,511.98,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,504.1,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,480.33,0.077,0,0.0,1
2024-09-01,Delhi,cleaning,483.61,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,482.59,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,494.39,0.18,1,405.34,1
2024-09-01,Delhi,cleaning,475.95,0.0,1,475.95,1
2024-09-01,Delhi,cleaning,512.91,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,489.93,0.0,1,489.93,1
2024-09-01,Delhi,cleaning,519.89,0.199,1,416.33,1
2024-09-01,Delhi,cleaning,487.6,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,492.33,0.196,1,395.7,1
2024-09-01,Delhi,cleaning,520.01,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,482.46,0.0,0,0.0,1
2024-09-01,Delhi,cleaning,516.25,0.065,1,482.77,1
2024-09-02,Delhi,cleaning,512.58,0.246,1,386.41,1
2024-09-02,Delhi,cleaning,475.15,0.181,0,0.0,1
2024-09-02,Delhi,cleaning,503.2,0.099,0,0.0,1
2024-09-02,Delhi,cleaning,521.55,0.089,0,0.0,1
2024-09-02,Delhi,cleaning,513.69,0.0,1,513.69,1
2024-09-02,Delhi,cleaning,487.8,0.179,0,0.0,1
2024-09-02,Delhi,cleaning,519.84,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,484.15,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,501.34,0.0,1,501.34,1
2024-09-02,Delhi,cleaning,505.24,0.089,0,0.0,1
2024-09-02,Delhi,cleaning,475.75,0.168,0,0.0,1
2024-09-02,Delhi,cleaning,480.4,0.191,1,388.53,1
2024-09-02,Delhi,cleaning,501.21,0.184,1,408.77,1
2024-09-02,Delhi,cleaning,483.08,0.0,1,483.08,1
2024-09-02,Delhi,cleaning,494.97,0.0,1,494.97,1
2024-09-02,Delhi,cleaning,509.27,0.058,0,0.0,1
2024-09-02,Delhi,cleaning,505.26,0.05,0,0.0,1
2024-09-02,Delhi,cleaning,517.67,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,520.02,0.159,1,437.51,1
2024-09-02,Delhi,cleaning,520.29,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,493.63,0.0,1,493.63,1
2024-09-02,Delhi,cleaning,480.13,0.0,1,480.13,1
2024-09-02,Delhi,cleaning,507.34,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,519.91,0.0,1,519.91,1
2024-09-02,Delhi,cleaning,512.44,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,508.83,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,514.1,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,494.5,0.0,1,494.5,1
2024-09-02,Delhi,cleaning,499.09,0.0,1,499.09,1
2024-09-02,Delhi,cleaning,484.02,0.18,1,396.77,1
2024-09-02,Delhi,cleaning,507.56,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,491.41,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,487.4,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,486.56,0.164,0,0.0,1
2024-09-02,Delhi,cleaning,499.53,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,500.99,0.191,1,405.28,1
2024-09-02,Delhi,cleaning,515.28,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,519.77,0.0,1,519.77,1
2024-09-02,Delhi,cleaning,489.48,0.107,0,0.0,1
2024-09-02,Delhi,cleaning,490.61,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,488.08,0.0,1,488.08,1
2024-09-02,Delhi,cleaning,489.12,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,510.4,0.129,0,0.0,1
2024-09-02,Delhi,cleaning,505.44,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,477.93,0.0,1,477.93,1
2024-09-02,Delhi,cleaning,502.62,0.215,0,0.0,1
2024-09-02,Delhi,cleaning,516.35,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,477.05,0.0,1,477.05,1
2024-09-02,Delhi,cleaning,519.23,0.0,1,519.23,1
2024-09-02,Delhi,cleaning,486.86,0.0,1,486.86,1
2024-09-02,Delhi,cleaning,490.41,0.0,1,490.41,1
2024-09-02,Delhi,cleaning,493.98,0.119,0,0.0,1
2024-09-02,Delhi,cleaning,481.15,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,478.96,0.0,0,0.0,1
2024-09-02,Delhi,cleaning,486.06,0.0,1,486.06,1
2024-09-02,Delhi,cleaning,474.32,0.061,0,0.0,1
2024-09-02,Delhi,cleaning,502.85,0.197,1,403.56,1
2024-09-02,Delhi,cleaning,480.76,0.0,1,480.76,1
2024-09-02,Delhi,cleaning,478.71,0.164,0,0.0,1
2024-09-02,Delhi,cleaning,502.16,0.145,0,0.0,1
2024-09-03,Delhi,cleaning,482.48,0.0,1,482.48,1
2024-09-03,Delhi,cleaning,478.1,0.234,0,0.0,1
2024-09-03,Delhi,cleaning,500.69,0.241,0,0.0,1
2024-09-03,Delhi,cleaning,500.49,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,495.09,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,508.13,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,494.95,0.073,1,458.88,1
2024-09-03,Delhi,cleaning,516.79,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,512.86,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,490.8,0.235,1,375.45,1
2024-09-03,Delhi,cleaning,518.67,0.0,1,518.67,1
2024-09-03,Delhi,cleaning,498.6,0.0,1,498.6,1
2024-09-03,Delhi,cleaning,497.22,0.216,0,0.0,1
2024-09-03,Delhi,cleaning,510.03,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,521.77,0.071,0,0.0,1
2024-09-03,Delhi,cleaning,475.71,0.207,0,0.0,1
2024-09-03,Delhi,cleaning,482.79,0.108,1,430.59,1
2024-09-03,Delhi,cleaning,514.23,0.219,1,401.52,1
2024-09-03,Delhi,cleaning,496.09,0.233,0,0.0,1
2024-09-03,Delhi,cleaning,516.9,0.0,1,516.9,1
2024-09-03,Delhi,cleaning,491.59,0.184,1,401.1,1
2024-09-03,Delhi,cleaning,522.73,0.054,0,0.0,1
2024-09-03,Delhi,cleaning,484.83,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,521.4,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,513.46,0.0,1,513.46,1
2024-09-03,Delhi,cleaning,522.66,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,482.12,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,491.68,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,483.91,0.0,1,483.91,1
2024-09-03,Delhi,cleaning,515.45,0.24,0,0.0,1
2024-09-03,Delhi,cleaning,487.44,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,500.29,0.0,1,500.29,1
2024-09-03,Delhi,cleaning,483.69,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,509.35,0.2,0,0.0,1
2024-09-03,Delhi,cleaning,511.13,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,479.79,0.0,1,479.79,1
2024-09-03,Delhi,cleaning,508.28,0.0,1,508.28,1
2024-09-03,Delhi,cleaning,482.31,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,521.67,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,517.96,0.0,1,517.96,1
2024-09-03,Delhi,cleaning,484.11,0.0,1,484.11,1
2024-09-03,Delhi,cleaning,491.02,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,503.78,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,514.31,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,521.12,0.15,1,443.05,1
2024-09-03,Delhi,cleaning,494.96,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,498.44,0.2,1,398.79,1
2024-09-03,Delhi,cleaning,481.86,0.136,1,416.14,1
2024-09-03,Delhi,cleaning,491.49,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,523.55,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,520.83,0.174,1,430.18,1
2024-09-03,Delhi,cleaning,494.7,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,485.19,0.121,0,0.0,1
2024-09-03,Delhi,cleaning,502.64,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,495.17,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,511.6,0.15,1,434.75,1
2024-09-03,Delhi,cleaning,505.48,0.0,1,505.48,1
2024-09-03,Delhi,cleaning,507.02,0.085,0,0.0,1
2024-09-03,Delhi,cleaning,492.73,0.178,1,404.83,1
2024-09-03,Delhi,cleaning,504.85,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,508.46,0.081,0,0.0,1
2024-09-03,Delhi,cleaning,506.39,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,508.76,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,518.47,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,487.43,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,481.85,0.203,0,0.0,1
2024-09-03,Delhi,cleaning,475.78,0.0,1,475.78,1
2024-09-03,Delhi,cleaning,508.98,0.134,1,440.92,1
2024-09-03,Delhi,cleaning,490.79,0.0,1,490.79,1
2024-09-03,Delhi,cleaning,499.29,0.079,0,0.0,1
2024-09-03,Delhi,cleaning,477.71,0.096,1,432.03,1
2024-09-03,Delhi,cleaning,520.3,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,503.42,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,480.27,0.0,0,0.0,1
2024-09-03,Delhi,cleaning,494.33,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,522.76,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,519.29,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,474.43,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,514.51,0.234,1,393.91,1
2024-09-04,Delhi,cleaning,482.47,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,497.53,0.0,1,497.53,1
2024-09-04,Delhi,cleaning,514.57,0.084,0,0.0,1
2024-09-04,Delhi,cleaning,488.39,0.148,1,416.07,1
2024-09-04,Delhi,cleaning,510.67,0.0,1,510.67,1
2024-09-04,Delhi,cleaning,486.07,0.0,1,486.07,1
2024-09-04,Delhi,cleaning,517.61,0.065,0,0.0,1
2024-09-04,Delhi,cleaning,495.96,0.0,1,495.96,1
2024-09-04,Delhi,cleaning,483.99,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,476.71,0.14,0,0.0,1
2024-09-04,Delhi,cleaning,504.32,0.105,1,451.53,1
2024-09-04,Delhi,cleaning,508.13,0.137,0,0.0,1
2024-09-04,Delhi,cleaning,508.01,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,498.88,0.0,1,498.88,1
2024-09-04,Delhi,cleaning,494.15,0.0,1,494.15,1
2024-09-04,Delhi,cleaning,504.94,0.129,0,0.0,1
2024-09-04,Delhi,cleaning,475.71,0.102,1,427.14,1
2024-09-04,Delhi,cleaning,486.0,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,486.8,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,512.89,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,496.07,0.114,0,0.0,1
2024-09-04,Delhi,cleaning,476.34,0.242,0,0.0,1
2024-09-04,Delhi,cleaning,518.71,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,493.28,0.0,1,493.28,1
2024-09-04,Delhi,cleaning,477.89,0.0,1,477.89,1
2024-09-04,Delhi,cleaning,494.93,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,521.43,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,514.04,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,503.67,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,511.93,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,499.82,0.077,0,0.0,1
2024-09-04,Delhi,cleaning,514.17,0.212,1,404.95,1
2024-09-04,Delhi,cleaning,515.98,0.0,1,515.98,1
2024-09-04,Delhi,cleaning,490.89,0.172,0,0.0,1
2024-09-04,Delhi,cleaning,496.28,0.124,0,0.0,1
2024-09-04,Delhi,cleaning,485.35,0.0,1,485.35,1
2024-09-04,Delhi,cleaning,508.23,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,480.89,0.166,0,0.0,1
2024-09-04,Delhi,cleaning,497.6,0.0,1,497.6,1
2024-09-04,Delhi,cleaning,522.28,0.097,1,471.58,1
2024-09-04,Delhi,cleaning,497.3,0.0,1,497.3,1
2024-09-04,Delhi,cleaning,477.46,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,474.97,0.129,1,413.74,1
2024-09-04,Delhi,cleaning,521.46,0.099,1,469.69,1
2024-09-04,Delhi,cleaning,509.34,0.059,1,479.38,1
2024-09-04,Delhi,cleaning,509.46,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,492.51,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,499.06,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,501.91,0.0,1,501.91,1
2024-09-04,Delhi,cleaning,512.32,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,499.47,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,489.36,0.0,1,489.36,1
2024-09-04,Delhi,cleaning,500.63,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,508.04,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,476.94,0.0,1,476.94,1
2024-09-04,Delhi,cleaning,497.68,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,491.24,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,518.77,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,493.43,0.119,1,434.57,1
2024-09-04,Delhi,cleaning,505.43,0.081,0,0.0,1
2024-09-04,Delhi,cleaning,496.78,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,514.63,0.0,1,514.63,1
2024-09-04,Delhi,cleaning,520.45,0.063,0,0.0,1
2024-09-04,Delhi,cleaning,478.22,0.234,1,366.47,1
2024-09-04,Delhi,cleaning,475.03,0.09,1,432.4,1
2024-09-04,Delhi,cleaning,509.21,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,505.56,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,501.72,0.161,0,0.0,1
2024-09-04,Delhi,cleaning,495.55,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,511.46,0.0,1,511.46,1
2024-09-04,Delhi,cleaning,509.16,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,494.84,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,490.27,0.0,0,0.0,1
2024-09-04,Delhi,cleaning,522.05,0.184,0,0.0,1
2024-09-04,Delhi,cleaning,494.3,0.0,1,494.3,1
2024-09-04,Delhi,cleaning,484.48,0.167,0,0.0,1
2024-09-04,Delhi,cleaning,521.96,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,474.18,0.075,0,0.0,1
2024-09-05,Delhi,cleaning,480.57,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,487.36,0.074,1,451.33,1
2024-09-05,Delhi,cleaning,507.85,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,490.65,0.182,1,401.45,1
2024-09-05,Delhi,cleaning,519.89,0.241,0,0.0,1
2024-09-05,Delhi,cleaning,511.09,0.163,1,427.93,1
2024-09-05,Delhi,cleaning,523.32,0.0,1,523.32,1
2024-09-05,Delhi,cleaning,507.25,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,475.12,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,481.48,0.0,1,481.48,1
2024-09-05,Delhi,cleaning,487.5,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,509.15,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,506.25,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,484.29,0.0,1,484.29,1
2024-09-05,Delhi,cleaning,508.88,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,487.97,0.206,1,387.24,1
2024-09-05,Delhi,cleaning,507.41,0.072,1,470.67,1
2024-09-05,Delhi,cleaning,489.56,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,484.54,0.0,1,484.54,1
2024-09-05,Delhi,cleaning,498.74,0.126,1,435.71,1
2024-09-05,Delhi,cleaning,522.99,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,506.31,0.212,1,398.81,1
2024-09-05,Delhi,cleaning,491.6,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,499.92,0.068,0,0.0,1
2024-09-05,Delhi,cleaning,495.94,0.0,1,495.94,1
2024-09-05,Delhi,cleaning,475.61,0.0,1,475.61,1
2024-09-05,Delhi,cleaning,507.7,0.143,0,0.0,1
2024-09-05,Delhi,cleaning,484.3,0.065,1,452.6,1
2024-09-05,Delhi,cleaning,500.71,0.0,1,500.71,1
2024-09-05,Delhi,cleaning,477.59,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,513.49,0.089,0,0.0,1
2024-09-05,Delhi,cleaning,474.92,0.0,1,474.92,1
2024-09-05,Delhi,cleaning,490.09,0.0,1,490.09,1
2024-09-05,Delhi,cleaning,493.18,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,512.59,0.174,0,0.0,1
2024-09-05,Delhi,cleaning,522.63,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,483.6,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,480.99,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,505.07,0.0,1,505.07,1
2024-09-05,Delhi,cleaning,484.89,0.165,0,0.0,1
2024-09-05,Delhi,cleaning,475.26,0.052,0,0.0,1
2024-09-05,Delhi,cleaning,485.62,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,485.75,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,501.57,0.0,1,501.57,1
2024-09-05,Delhi,cleaning,496.51,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,490.69,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,488.48,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,487.42,0.222,0,0.0,1
2024-09-05,Delhi,cleaning,517.05,0.08,0,0.0,1
2024-09-05,Delhi,cleaning,497.04,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,516.71,0.071,1,480.13,1
2024-09-05,Delhi,cleaning,523.74,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,498.78,0.112,0,0.0,1
2024-09-05,Delhi,cleaning,520.38,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,482.76,0.0,1,482.76,1
2024-09-05,Delhi,cleaning,489.51,0.219,1,382.19,1
2024-09-05,Delhi,cleaning,506.93,0.203,0,0.0,1
2024-09-05,Delhi,cleaning,485.93,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,503.58,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,518.91,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,522.63,0.0,1,522.63,1
2024-09-05,Delhi,cleaning,500.74,0.11,1,445.61,1
2024-09-05,Delhi,cleaning,510.81,0.0,1,510.81,1
2024-09-05,Delhi,cleaning,504.15,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,495.0,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,491.84,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,504.7,0.0,0,0.0,1
2024-09-05,Delhi,cleaning,491.3,0.0,1,491.3,1
2024-09-05,Delhi,cleaning,511.43,0.169,0,0.0,1
2024-09-05,Delhi,cleaning,480.35,0.076,0,0.0,1
2024-09-06,Delhi,cleaning,483.39,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,492.4,0.17,0,0.0,1
2024-09-06,Delhi,cleaning,519.25,0.0,1,519.25,1
2024-09-06,Delhi,cleaning,507.48,0.0,1,507.48,1
2024-09-06,Delhi,cleaning,475.6,0.0,1,475.6,1
2024-09-06,Delhi,cleaning,521.96,0.0,1,521.96,1
2024-09-06,Delhi,cleaning,477.05,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,500.09,0.0,1,500.09,1
2024-09-06,Delhi,cleaning,486.13,0.179,1,399.11,1
2024-09-06,Delhi,cleaning,505.58,0.186,1,411.4,1
2024-09-06,Delhi,cleaning,488.2,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,514.85,0.0,1,514.85,1
2024-09-06,Delhi,cleaning,502.25,0.209,0,0.0,1
2024-09-06,Delhi,cleaning,489.66,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,517.24,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,512.83,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,498.66,0.088,0,0.0,1
2024-09-06,Delhi,cleaning,498.56,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,497.4,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,501.0,0.21,0,0.0,1
2024-09-06,Delhi,cleaning,516.87,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,477.73,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,493.43,0.062,0,0.0,1
2024-09-06,Delhi,cleaning,511.48,0.0,1,511.48,1
2024-09-06,Delhi,cleaning,522.16,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,481.69,0.0,1,481.69,1
2024-09-06,Delhi,cleaning,476.22,0.235,1,364.27,1
2024-09-06,Delhi,cleaning,514.22,0.143,0,0.0,1
2024-09-06,Delhi,cleaning,522.47,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,509.71,0.221,1,397.2,1
2024-09-06,Delhi,cleaning,501.7,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,485.7,0.0,1,485.7,1
2024-09-06,Delhi,cleaning,521.87,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,510.09,0.0,1,510.09,1
2024-09-06,Delhi,cleaning,508.69,0.132,0,0.0,1
2024-09-06,Delhi,cleaning,518.06,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,517.75,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,478.08,0.0,1,478.08,1
2024-09-06,Delhi,cleaning,475.05,0.0,1,475.05,1
2024-09-06,Delhi,cleaning,485.16,0.176,1,399.82,1
2024-09-06,Delhi,cleaning,519.47,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,500.68,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,506.36,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,491.31,0.076,1,453.95,1
2024-09-06,Delhi,cleaning,495.25,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,489.02,0.0,0,0.0,1
2024-09-06,Delhi,cleaning,520.97,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,505.79,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,502.98,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,504.74,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,507.53,0.0,1,507.53,1
2024-09-08,Delhi,cleaning,517.83,0.064,1,484.54,1
2024-09-08,Delhi,cleaning,507.74,0.208,0,0.0,1
2024-09-08,Delhi,cleaning,510.03,0.0,1,510.03,1
2024-09-08,Delhi,cleaning,493.84,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,521.19,0.222,0,0.0,1
2024-09-08,Delhi,cleaning,514.38,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,503.13,0.103,0,0.0,1
2024-09-08,Delhi,cleaning,496.43,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,474.99,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,523.28,0.0,1,523.28,1
2024-09-08,Delhi,cleaning,481.11,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,499.45,0.225,1,386.95,1
2024-09-08,Delhi,cleaning,491.11,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,490.32,0.0,1,490.32,1
2024-09-08,Delhi,cleaning,494.98,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,502.62,0.128,0,0.0,1
2024-09-08,Delhi,cleaning,474.55,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,481.74,0.0,1,481.74,1
2024-09-08,Delhi,cleaning,504.65,0.0,1,504.65,1
2024-09-08,Delhi,cleaning,510.94,0.0,1,510.94,1
2024-09-08,Delhi,cleaning,507.74,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,523.5,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,476.43,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,499.76,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,494.93,0.0,1,494.93,1
2024-09-08,Delhi,cleaning,483.98,0.0,1,483.98,1
2024-09-08,Delhi,cleaning,518.49,0.0,1,518.49,1
2024-09-08,Delhi,cleaning,481.21,0.0,1,481.21,1
2024-09-08,Delhi,cleaning,499.23,0.0,0,0.0,1
2024-09-08,Delhi,cleaning,483.64,0.0,1,483.64,1
2024-09-08,Delhi,cleaning,495.83,0.0,1,495.83,1
2024-09-09,Delhi,cleaning,522.46,0.0,0,0.0,1
2024-09-09,Delhi,cleaning,476.25,0.0,1,476.25,1
2024-09-09,Delhi,cleaning,505.6,0.0,0,0.0,1
2024-09-09,Delhi,cleaning,475.79,0.0,0,0.0,1
2024-09-09,Delhi,cleaning,476.14,0.0,1,476.14,1
2024-09-09,Delhi,cleaning,487.54,0.0,0,0.0,1
2024-09-09,Delhi,cleaning,474.81,0.0,1,474.81,1
2024-09-09,Delhi,cleaning,484.4,0.118,1,427.23,1
2024-09-09,Delhi,cleaning,481.73,0.0,1,481.73,1
2024-09-09,Delhi,cleaning,519.55,0.0,0,0.0,1
